deployment_id,is_new,deployment_name,start_date_epoch,end_date_epoch,distance_flown_km,date_added,start_date_ts,end_date_ts,days_deployed,glider_glider_id,glider_glider_name,project_project_name,project_project_id,notes_count,dnum,batt_type,expected_recovery,Notes
45,0,gp_514-20150602T1018,1433240280,1447740600,136.098,2/16/16 2:42,6/2/15 10:18,11/17/15 6:10,167.83,38,gp_514,OOI-Papa,3,0,2,3s,1468022400,Would have been recovered on Papa 4
42,0,gp_523-20150602T0455,1433220900,1472358000,6118.24,8/28/16 4:19,6/2/15 4:55,8/28/16 4:20,452.98,39,gp_523,OOI-Papa,3,1,1,3s,1468022400,Would have been recovered on Papa 4
41,0,cp_379-20150509T1330,1431178200,1435839480,973.717,7/23/15 21:09,5/9/15 13:30,7/2/15 12:18,53.95,6,cp_379,OOI-Pioneer,1,0,2,3s,1438954200,90 day deployment assumed
40,0,cp_374-20150509T1321,1431177660,1437703200,1335.058,7/26/15 18:43,5/9/15 13:21,7/24/15 2:00,75.53,5,cp_374,OOI-Pioneer,1,0,2,3s,1438953660,90 day deployment assumed
35,0,cp_376-20150507T0100,1430960400,1431567300,97.646,7/22/15 2:24,5/7/15 1:00,5/14/15 1:35,7.02,22,cp_376,OOI-Pioneer,1,0,2,3s,1438736400,90 day deployment assumed
36,0,cp_340-20150507T0100,1430960400,1435817520,1033.583,7/23/15 21:10,5/7/15 1:00,7/2/15 6:12,56.22,19,cp_340,OOI-Pioneer,1,0,2,3s,1438736400,90 day deployment assumed
38,0,ce_384-20150411T1903,1428778980,1436373000,683.096,7/21/15 1:25,4/11/15 19:03,7/8/15 16:30,87.89,35,ce_384,OOI-Endurance,2,0,null,3s,null,null
39,0,ce_326-20150411T0000,1428710400,1436504400,228.92,7/21/15 1:03,4/11/15 0:00,7/10/15 5:00,90.21,36,ce_326,OOI-Endurance,2,0,null,3s,null,null
37,0,ce_386-20150404T1923,1428175380,1436485980,841.562,8/14/15 23:19,4/4/15 19:23,7/9/15 23:53,96.19,9,ce_386,OOI-Endurance,2,0,null,3s,null,null
32,0,ga_493-20150315T0200,1426384800,1447446600,2607.737,11/17/15 8:16,3/15/15 2:00,11/13/15 20:30,243.77,34,ga_493,OOI-Argentine Basin,7,0,1,3s,1449100800,Would have been recovered on Argentine 2
34,0,ga_496-20150314T1100,1426330800,1458141000,4939.874,4/25/16 4:38,3/14/15 11:00,3/16/16 15:10,368.17,33,ga_496,OOI-Argentine Basin,7,0,1,3s,1449100800,Would have been recovered on Argentine 2
33,0,ga_494-20150314T1100,1426330800,1430938800,1290.506,11/5/15 15:51,3/14/15 11:00,5/6/15 19:00,53.33,32,ga_494,OOI-Argentine Basin,7,0,1,3s,1449100800,Would have been recovered on Argentine 2
31,0,gs_486-20150221T1635,1424536500,1449884820,2665.416,1/26/16 14:33,2/21/15 16:35,12/12/15 1:47,293.38,30,gs_486,OOI-Southern Ocean,6,0,1,3s,1451692800,Recovered on Southern Ocean 2
27,0,cp_339-20150112T0500,1421038800,1430364600,2009.832,5/14/15 10:51,1/12/15 5:00,4/30/15 3:30,107.94,27,cp_339,OOI-Pioneer,1,0,1,3s,1428814800,90 day deployment assumed
26,0,cp_336-20150112T0100,1421024400,1427466600,582.864,1/3/18 14:47,1/12/15 1:00,3/27/15 14:30,74.56,26,cp_336,OOI-Pioneer,1,0,1,3s,1428800400,90 day deployment assumed
28,0,cp_375-20150111T2000,1421006400,1423867200,721.565,3/6/15 15:25,1/11/15 20:00,2/13/15 22:40,33.11,28,cp_375,OOI-Pioneer,1,0,1,3s,1428782400,90 day deployment assumed
30,0,cp_389-20150111T1900,1421002800,1430626500,1883.221,5/14/15 10:52,1/11/15 19:00,5/3/15 4:15,111.39,29,cp_389,OOI-Pioneer,1,0,1,3s,1428778800,90 day deployment assumed
29,0,cp_387-20150111T1600,1420992000,1425429600,766.404,3/6/15 15:24,1/11/15 16:00,3/4/15 0:40,51.36,7,cp_387,OOI-Pioneer,1,0,2,3s,1428768000,90 day deployment assumed
25,0,ce_381-CE01,1412797800,1420304760,755.391,1/7/15 13:11,10/8/14 19:50,1/3/15 17:06,86.89,23,ce_381,OOI-Endurance,2,0,null,3s,null,null
24,0,ce_320-CE01,1412647200,1419834300,1906.865,2/5/15 14:17,10/7/14 2:00,12/29/14 6:25,83.18,25,ce_320,OOI-Endurance,2,0,null,3s,null,null
19,0,cp_340-CP01,1412643600,1418301600,1326.902,12/15/14 14:30,10/7/14 1:00,12/11/14 12:40,65.49,19,cp_340,OOI-Pioneer,1,0,1,3s,1420419600,90 day deployment assumed
23,0,ce_311-CE01,1412641680,1417875600,746.688,12/8/14 13:41,10/7/14 0:28,12/6/14 14:20,60.58,24,ce_311,OOI-Endurance,2,0,null,3s,null,null
20,0,cp_376-CP01,1412636400,1418508000,1372.237,12/15/14 14:31,10/6/14 23:00,12/13/14 22:00,67.96,22,cp_376,OOI-Pioneer,1,0,1,3s,1420412400,90 day deployment assumed
21,0,cp_380-CP01,1412636400,1420986300,1617.921,2/5/15 14:18,10/6/14 23:00,1/11/15 14:25,96.64,21,cp_380,OOI-Pioneer,1,0,1,3s,1420412400,90 day deployment assumed
22,0,cp_388-CP01,1412626200,1418509500,1372.306,12/15/14 14:32,10/6/14 20:10,12/13/14 22:25,68.09,20,cp_388,OOI-Pioneer,1,0,1,3s,1420402200,90 day deployment assumed
18,0,cp_335-CP01,1412622000,1418457600,1378.219,12/16/14 13:41,10/6/14 19:00,12/13/14 8:00,67.54,18,cp_335,OOI-Pioneer,1,0,1,3s,1420398000,90 day deployment assumed
17,0,gi_478-GI01,1410396600,1410518700,4.009,10/17/14 12:28,9/11/14 0:50,9/12/14 10:45,1.41,16,gi_478,OOI-Irminger,5,0,1,3s,1441065600,Would have been recovered on Irminger 2
16,0,gi_477-GI01,1410390000,1429275960,2865.796,7/21/15 0:58,9/10/14 23:00,4/17/15 13:06,218.59,17,gi_477,OOI-Irminger,5,0,1,3s,1441065600,Would have been recovered on Irminger 2
15,0,gi_469-GI01,1410390000,1411074000,6425.192,10/17/14 12:20,9/10/14 23:00,9/18/14 21:00,7.92,15,gi_469,OOI-Irminger,5,0,1,3s,1441065600,Would have been recovered on Irminger 2
14,0,gp_453-GP01,1409360400,1409438700,9.045,10/17/14 12:48,8/30/14 1:00,8/30/14 22:45,0.91,13,gp_453,OOI-Papa,3,0,1,3s,1434153600,Would have been recovered on Papa 4
13,0,gp_362-GP01,1409359800,1409823000,105.206,10/17/14 12:53,8/30/14 0:50,9/4/14 9:30,5.36,12,gp_362,OOI-Papa,3,0,1,3s,1434153600,Would have been recovered on Papa 4
11,0,gp_276-GP01,1402810200,1433226060,5808.486,6/4/15 2:38,6/15/14 5:30,6/2/15 6:21,352.04,11,gp_276,OOI-Papa,3,0,1,3s,1434153600,Recovered on Papa 3
10,0,ce_386-CE01,1398031200,1405446300,2022.367,10/17/14 12:44,4/20/14 22:00,7/15/14 17:45,85.82,9,ce_386,OOI-Endurance,2,0,null,3s,null,null
9,0,ce_319-CE01,1398031200,1401301140,574.069,10/17/14 12:42,4/20/14 22:00,5/28/14 18:19,37.85,8,ce_319,OOI-Endurance,2,0,null,3s,null,null
8,0,ce_312-CE01,1398031200,1405968300,1947.36,10/17/14 12:42,4/20/14 22:00,7/21/14 18:45,91.86,10,ce_312,OOI-Endurance,2,0,null,3s,null,null
5,0,cp_374-CP01,1397659500,1405074660,1945.954,10/17/14 12:45,4/16/14 14:45,7/11/14 10:31,85.82,5,cp_374,OOI-Pioneer,1,0,1,3s,1405435500,90 day deployment assumed
6,0,cp_379-CP01,1397566800,1405072800,1426.365,10/17/14 12:45,4/15/14 13:00,7/11/14 10:00,86.88,6,cp_379,OOI-Pioneer,1,0,1,3s,1405342800,90 day deployment assumed
7,0,cp_387-CP01,1397566800,1398992400,334.977,10/17/14 12:46,4/15/14 13:00,5/2/14 1:00,16.5,7,cp_387,OOI-Pioneer,1,0,1,3s,1405342800,90 day deployment assumed
4,0,unit_361-GP02,1392868200,1399115100,785.792,4/28/16 12:12,2/20/14 3:50,5/3/14 11:05,72.3,4,gp_361,OOI-Papa,3,1,1,3s,1404000000,Would have been recovered on Papa 2
1,0,unit_363-GP01,1374216600,1402843200,4747.264,4/28/16 12:13,7/19/13 6:50,6/15/14 14:40,331.33,1,gp_363,OOI-Papa,3,1,1,3s,1404000000,Recovered on Papa 2
3,0,unit_365-GP01,1374210780,1392950940,3528.7,4/28/16 12:14,7/19/13 5:13,2/21/14 2:49,216.9,2,gp_365,OOI-Papa,3,1,1,3s,1582156800,Recovered on Papa Glider Operations Cruise (1402)
2,0,unit_364-GP01,1374208320,1402844460,4539.141,4/28/16 12:14,7/19/13 4:32,6/15/14 15:01,331.44,3,gp_364,OOI-Papa,3,1,1,3s,1404000000,Recovered on Papa 2
